char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword
撲	64 支	5203.4	QTCO	手廿金人	31956.040	0457.020	2690	pounce on		
撳	64 支	5708.0	QCNO	手金弓人	31960.090	0457.161				
撴	64 支		QYDK	手卜木大	31961.080	0457.161				
撵	64 支	5505	QQOQ	手手人手	31952.120	0457.161				
撶	64 支		QTMJ	手廿一十	80026.070	0457.161				
撷	64 支	5108	QGRO	手土口人	31953.030	0457.161				
撸	64 支	5706	XQNWA	難手弓田日	31961.031	0457.161				
撹	64 支	5701.6	XQFBU	難手火月山	31963.021	0457.161				
撺	64 支	5305	QJCL	手十金中	31963.040	0457.161				
撻	64 支	5403.4	QYGQ	手卜土手	31953.040	0457.170				
撼	64 支	5303.5	QIRP	手戈口心	31967.070	0457.200	1823	joggle	1864	joggle
撽	64 支	5804.0	QHSK	手竹尸大	31970.110	0457.210				
撾	64 支	5703.2	QYBB	手卜月月	31947.030	0457.230				
撿	64 支	5808.6	QOMO	手人一人	31970.150	0457.240	2054	pick up		
擀	64 支	5804	QJJJ	手十十十	31967.010	0457.250				
擁	64 支	5001.4	QYVG	手卜女土	31972.010	0457.260	2747	hug		
擂	64 支	5106.3	QMBW	手一月田	31967.100	0457.270				
擃	64 支	5503.2	QTWV	手廿田女	31969.020	0457.300				
擄	64 支	5102.7	QYPS	手卜心尸	31968.010	0457.310				
擅	64 支	5001.6	QYWM	手卜田一	31971.040	0457.340	1825	act without authority	1866	act without authority
擆	64 支		QTJA	手廿十日	31966.110	0458.040				
擇	64 支	5604.1	QWLJ	手田中十	31969.040	0458.050	2491	select		
擈	64 支		QTCD	手廿金木	31968.020	0458.060				
擉	64 支	5602.7	QWLI	手田中戈	31970.030	0458.080				
擊	64 支	5750.2	JEQ	十水手	31965.060	0458.090	636	beat		
擋	64 支	5906.6	QFBW	手火月田	31968.030	0458.110	1898	fend off		
擌	64 支		QHKO	手竹大人	31970.070	0458.120				
操	64 支	5609.4	QRRD	手口口木	31969.030	0458.150	2265	exercise	2335	exercise
擎	64 支	4850.2	TKQ	廿大手	31952.030	0458.170				
擏	64 支	5804.0	QTRK	手廿口大	31954.030	0458.180				
擐	64 支	5603.2	QWLV	手田中女	31970.010	0458.220				
擑	64 支		QRJI	手口十戈	31968.040	0458.240				
擒	64 支	5802.7	QOYB	手人卜月	31961.020	0458.250				
擓	64 支		QSEG	手尸水土	31967.090	0458.320				
擔	64 支	5706.1	QNCR	手弓金口	31971.030	0459.010	1478	assume		
擕	64 支		XQOGS	難手人土尸	31960.050	0459.040				
擖	64 支	5402.7	QTAV	手廿日女	31954.020	0459.060				
擗	64 支	5004.1	QSRJ	手尸口十	31973.030	0459.070				
擘	64 支	7050.2	SJQ	尸十手	31966.050	0459.080				
擙	64 支	5703.2	QHBK	手竹月大	31970.120	0459.110				
據	64 支	5103.2	QYPO	手卜心人	31967.150	0459.120	1427	certificate		
擛	64 支	5409.4	QTPD	手廿心木	31966.120	0459.160				
擜	64 支		QJBK	手十月大	31967.011	0459.201				
擝	64 支		QABT	手日月廿	31968.051	0459.201				
擞	64 支	5804	QFVK	手火女大	31972.030	0459.201				
擟	64 支		QMFB	手一火月	31974.030	0459.220				
擠	64 支	5002.3	QYX	手卜難	31976.010	0459.230	2964	squeeze		
擡	64 支	5401.4	QGRG	手土口土	31973.090	0459.260				
擢	64 支	5701.4	QSMG	手尸一土	31977.070	0459.270				
擣	64 支	5404.1	QGNI	手土弓戈	31973.130	0459.280				
擤	64 支	5604.6	QHUL	手竹山中	31974.150	0460.040				
擥	64 支		SWQ	尸田手	31973.050	0460.060				
擦	64 支	5309.1	QJBF	手十月火	31977.030	0460.090	844	scrub	912	scrub
擧	64 支	7750.2	HCQ	竹金手	31966.010	0460.100				
擨	64 支	5708.2	QHUO	手竹山人	31974.130	0460.120				
擩	64 支	5102.7	QMBB	手一月月	31974.080	0460.130				
擪	64 支		MKQ	一大手	31973.060	0460.140				
擫	64 支	5103.4	QMAK	手一日大	31974.070	0460.150				
擬	64 支	5708.1	QPKO	手心大人	31975.040	0460.170	2371	simulate		
擭	64 支	5404.1	QTOE	手廿人水	31966.130	0460.230				
擮	64 支		QJIG	手十戈土	31973.100	0460.260				
擯	64 支	5308.6	QJMC	手十一金	31977.020	0460.270				
擰	64 支	5302.1	QJPN	手十心弓	31977.040	0460.300				
擱	64 支	5702.0	QANR	手日弓口	31977.050	0461.011	2550	put aside		
擲	64 支	5702.7	QTKL	手廿大中	31976.030	0461.020	2745	hurl		
擳	64 支	5802.7	QHAL	手竹日中	31981.020	0461.030				
擴	64 支	5008.6	QITC	手戈廿金	31975.060	0461.040	2947	enlarge		
擵	64 支		QIDQ	手戈木手	31981.130	0461.060				
擶	64 支	5802.1	QHTN	手竹廿弓	31981.030	0461.070				
擷	64 支	5108.6	QGRC	手土口金	31978.110	0461.090				
擸	64 支	5201.6	QVVV	手女女女	31982.020	0461.110				
擹	64 支		QTOO	手廿人人	31979.030	0461.160				
擺	64 支	5601.1 5601.4	QWLP	手田中心	31980.090	0461.190	2893	put in order		
擻	64 支	5804.0	QLVK	手中女大	31980.060	0461.200				
擼	64 支	5706.3	QNWA	手弓田日	31981.100	0461.210				
擽	64 支	5209.4	QVID	手女戈木	31981.080	0461.270				
擾	64 支	5104.7	QMBE	手一月水	31979.100	0461.280	1824	harass		
擿	64 支	5003.2	QYYB	手卜卜月	31975.080	0461.300				
攀	64 支	4450.2	DDKQ	木木大手	31978.040	0461.340	2471	climb	2536	climb
攁	64 支	5803.2	QTOV	手廿人女	31981.170	0461.350				
攂	64 支		QWWW	手田田田	31980.070	0461.360				
攃	64 支	5409.1	QTBF	手廿月火	31979.050	0462.020				
攄	64 支	5103.6	QYPP	手卜心心	31980.030	0462.030				
攅	64 支	5408.6	QQOC	手手人金	31978.090	0462.040				
攆	64 支	5505.3	QQOJ	手手人十	31978.080	0462.161				
攇	64 支	5303.6	QJQP	手十手心	31983.160	0462.180				
攈	64 支		QIPD	手戈心木	31983.110	0462.210				
攉	64 支	5101.4	QMBG	手一月土	31982.110	0462.230				
攊	64 支		QMDM	手一木一	31982.090	0462.280				
攋	64 支		QDLC	手木中金	31982.070	0462.320				
攌	64 支	5600.0	QWWV	手田田女	31982.170	0462.330				
攍	64 支	5001.7	QYRN	手卜口弓	31983.130	0462.340				
攎	64 支	5101.7	QYPT	手卜心廿	31982.150	0462.360				
攏	64 支	5101.1	QYBP	手卜月心	31983.120	0462.380	2909	draw near		
攐	64 支	5303.2	QJTV	手十廿女	31983.150	0462.390				
攑	64 支		QHCQ	手竹金手	31983.040	0462.461				
攒	64 支	5408	XQHUO	難手竹山人	31983.010	0462.461				
攓	64 支	5308.1	QJTO	手十廿人	31986.030	0462.470				
攔	64 支	5702.0	QANW	手日弓田	31986.050	0462.480	2959	impede		
攕	64 支	5305.0	QOIM	手人戈一	31984.150	0462.500				
攖	64 支	5604.4	QBCV	手月金女	31984.130	0463.080				
攗	64 支	5009.4	QIPD	手戈心木	31985.030	0463.090				
攘	64 支	5003.2	QYRV	手卜口女	31985.020	0463.110				
攙	64 支	5701.3	QNRI	手弓口戈	31984.160	0463.140				
攚	64 支		QFFR	手火火口	31988.101	0463.211				
攛	64 支	4301.7 5301.7	QJCV	手十金女	31988.110	0463.270				
攜	64 支	5202.7	QUOB	手山人月	31987.050	0463.310	2037	take along		
攝	64 支	5104.1	QSJJ	手尸十十	31986.080	0463.330	1916	take a photo		
攞	64 支		QWLG	手田中土	31990.050	0464.090				
攟	64 支		QIPW	手戈心田	31991.040	0464.100				
攠	64 支	5001.1	QIDY	手戈木卜	31991.030	0464.110				
攡	64 支	5001.4	QYBG	手卜月土	31988.070	0464.120				
攢	64 支	5408.6	QHUC	手竹山金	31990.060	0464.160				
攣	64 支	2250.2	VFQ	女火手	31989.030	0464.180				
攤	64 支	5001.4	QTOG	手廿人土	31989.040	0464.190	1180	vendor's stand		
攥	64 支	5809.3	QHBF	手竹月火	31990.070	0464.200				
攦	64 支	5101.1	QMMP	手一一心	31990.020	0464.220				
攧	64 支		QJCC	手十金金	31990.010	0464.251				
攨	64 支		XQJCO	難手十金人	31992.020	0464.260				
攩	64 支	5903.1	QFBF	手火月火	31991.090	0464.270				
攪	64 支	5701.6	QHBU	手竹月山	31992.010	0465.010	1112	stir		
攫	64 支	5604.7	QBUE	手月山水	31991.100	0465.030				
攬	64 支	5801.6	QSWU	手尸田山	31992.030	0465.060	2438	take on		
攭	64 支	5703.6	QVOI	手女人戈	31992.100	0465.120				
攮	64 支	5003.2	QJBV	手十月女	31992.110	0465.140				
支	65 攴攵	4040.7	JE	十水	21327.140	0467.010	601	offshoot	650	offshoot
攰	19 勹		JEKS	十水大尸	10367.030	0467.050				
攱	65 攴攵		YTJE	卜廿十水	21329.010	0467.090				
攲	65 攴攵	4464.7	KRJE	大口十水	21329.210	0467.210				
攳	65 攴攵	4740.4	JESMI	十水尸一戈	21330.190	0467.250				
攴	66 文	2140.7	YE	卜水	21447.080	0468.040				
攵	66 文	8040.0	OK	人大	21447.090	0468.050				
收	66 文	2874.0	VLOK	女中人大	21448.020	0468.060	1131	receive	1195	receive
攷	66 文	1824.0	MSOK	一尸人大	21448.010	0468.080				
攸	66 文	2824.0	OLOK	人中人大	10132.010	0468.100				
改	66 文	1874.0	SUOK	尸山人大	21450.010	0468.110	486	alter	517	alter
攺	66 文		RUOK	口山人大	21450.020	0468.120				
攻	66 文	1814.0	MOK	一人大	21449.060	0468.160	314	attack	339	attack
攼	66 文		XMJOK	難一十人大	21449.040	0468.180				
攽	66 文	8824.0	CHOK	金竹人大	21451.090	0468.210				
放	66 文	0824.0	YSOK	卜尸人大	21451.110	0469.030	463	release	496	release
政	66 文	1814.0	MMOK	一一人大	21453.030	0469.060	363	politics	389	politics
敀	66 文		HAOK	竹日人大	21455.030	0469.180				
敁	66 文	2164.7	YRYE	卜口卜水	21452.050	0469.190				
敂	66 文		PROK	心口人大	21455.060	0469.200				
敃	66 文	7874.0	RPOK	口心人大	21455.090	0469.230				
敄	66 文		NHOK	弓竹人大	21455.120	0469.240				
故	66 文	4864.0	JROK	十口人大	21453.050	0469.250	316	deliberately	342	deliberately
敆	66 文	8164.7	ORYE	人口卜水	21456.050	0470.080				
敇	66 文		DBOK	木月人大	21457.020	0470.100				
效	66 文	0844.0	YKOK	卜大人大	21457.110	0470.210	970	effect	1047	effect
敉	66 文	9894.0	FDOK	火木人大	21458.030	0470.260				
敊	66 文	2194.7	YFYE	卜火卜水	21455.170	0470.270				
敋	66 文		XXHRO	難難竹口人	21457.091	0470.291				
敌	135 舛	2864	XHROK	難竹口人大	52943.020	0470.291			340	enemy
敍	66 文	8194.7	ODYE	人木卜水	21458.160	0470.320				
敎	66 文		KDOK	大木人大	21463.040	0470.380				
敏	66 文	8854.0	OYOK	人卜人大	21463.010	0471.040	1683	quick-witted	1713	quick-witted
敐	66 文		MVOK	一女人大	21461.020	0471.060				
救	66 文	4814.0	IEOK	戈水人大	21460.010	0471.090	317	rescue	343	rescue
敒	66 文		OLLK	人中中大	21463.020	0471.100				
敓	66 文	8824.0	CUOK	金山人大	21463.060	0471.110				
敔	66 文	1864.0	MROK	一口人大	21461.010	0471.120				
敕	66 文	5894.0	DLOK	木中人大	21460.030	0471.130				
敖	66 文	4824.0	GSOK	土尸人大	21456.130	0471.140				
敗	66 文	6884.0	BCOK	月金人大	21462.020	0471.150	315	fail		
敘	66 文	8894.0	ODOK	人木人大	21463.030	0472.051	2581	recount		
教	66 文	4844.0	JDOK	十木人大	21459.090	0472.051	958	teach	1038	teach
敚	66 文		XCUOK	難金山人大	21463.061	0472.051				
敛	66 文	8814	OMOK	人一人大	21463.050	0472.051			2859	restrain
敜	66 文	8834.0	OPOK	人心人大	21467.100	0472.100				
敝	66 文	9824.0	FBOK	火月人大	21461.040	0472.110				
敞	66 文	9824.0	FBOK	火月人大	21467.030	0472.120	319	spacious	345	spacious
敟	66 文		TCOK	廿金人大	21467.050	0472.130				
敠	66 文		EEEEE	水水水水水	21465.130	0472.170				
敡	66 文		AHYE	日竹卜水	21464.110	0472.250				
敢	66 文	1814.0	MJOK	一十人大	21463.090	0472.260	672	brave	722	brave
散	66 文	4824.0	TBOK	廿月人大	21465.150	0472.340	900	scattered	976	scattered
敤	66 文	6194.7	WDYE	田木卜水	21464.090	0473.020				
敥	66 文	9286.1	FFYE	火火卜水	21465.090	0473.050				
敦	66 文	0844.0	YDOK	卜木人大	21468.010	0473.080	1618	candid	1646	candid
敧	66 文	4164.7	KRYE	大口卜水	21464.040	0473.150				
敨	66 文	0864.0	YROK	卜口人大	21465.071	0473.171				
敩	66 文		XFDOK	難火木人大	21469.031	0473.171				
敪	66 文	1844.0	EEEEE	水水水水水	21469.061	0473.171				
敫	66 文	2824	HSOK	竹尸人大	21470.130	0473.180				
敬	66 文	4864.0	TROK	廿口人大	21466.020	0473.350	318	revere	344	revere
敭	66 文		AHOK	日竹人大	21470.110	0474.020				
敮	66 文		MXYE	一難卜水	21469.200	0474.040				
敯	66 文	7164.7	RAYE	口日卜水	21470.071	0474.131				
数	66 文	9844.0	FVOK	火女人大	21470.190	0474.131			784	number
敱	66 文		UTYE	山廿卜水	21471.050	0474.250				
敲	66 文	0124.7	YBYE	卜月卜水	21471.110	0474.310	1844	knock	1886	knock
敳	66 文	2814.0	UTOK	山廿人大	21472.051	0474.401				
整	66 文	5810.1	DKMYM	木大一卜一	21477.080	0474.460	1239	entire	1291	entire
敵	66 文	0824.0	YBOK	卜月人大	21475.040	0474.480	418	enemy		
敶	66 文	7824.0	NLDWK	弓中木田大	21472.100	0474.510				
敷	66 文	5824.0	ISOK	戈尸人大	21473.070	0474.530	2728	apply	2796	apply
數	66 文	5844.0	LVOK	中女人大	21474.010	0475.040	1479	number		
敹	66 文	2894.0	YDOK	卜木人大	21473.110	0475.050				
敺	66 文	7174.7	SRYE	尸口卜水	21472.120	0475.060				
敻	66 文	2740.7	NBBUE	弓月月山水	20871.151	0475.101				
敼	66 文	4164.7	GRYE	土口卜水	21476.050	0475.120				
敽	66 文		HBYE	竹月卜水	21476.130	0475.180				
敾	66 文		XTROK	難廿口人大	21477.031	0475.321				
敿	66 文	2824.0	HBOK	竹月人大	21477.081	0475.321				
斀	66 文	6114.7	WIYE	田戈卜水	21477.190	0475.390				
斁	66 文	6844.0	WJOK	田十人大	21478.060	0476.010				
斂	66 文	8884.0	OOOK	人人人大	21478.070	0476.020	2053	restrain		
斃	66 文	9821.1	FKMNP	火大一弓心	21478.050	0476.090	1980	die a violent death		
斄	66 文	4729.8	JKMDO	十大一木人	21479.190	0476.180				
斅	66 文		HDYE	竹木卜水	21480.080	0476.230				
斆	66 文		HDOK	竹木人大	80022.190	0476.271				
文	67 斗	0040.0	YK	卜大	32169.010	0477.010	1270	literature	1317	literature
斈	67 斗	0040.7	YKND	卜大弓木	32170.020	0477.011				
斉	210 齒	0022.4	YKLM	卜大中一	32170.040	0477.011				
斊	67 斗		YKSJ	卜大尸十	32170.060	0477.040				
斋	67 斗	0022	YKMBL	卜大一月中	32170.070	0477.050			2715	abstain from food
斌	67 斗	0344.0	YKMPM	卜大一心一	32170.140	0477.070				
斍	67 斗		YKBUU	卜大月山山	80028.070	0477.091				
斎	67 斗	0022.4	YKLML	卜大中一中	32170.111 80044.200	0477.091				
斏	67 斗		YKIAV	卜大戈日女	32170.131	0477.091				
斐	67 斗	1140.0	LYYK	中卜卜大	32170.160	0477.100				
斑	67 斗	1111.4	MGYKG	一土卜大土	21123.040	0477.110	2650	speck	2716	speck
斒	67 斗	0242.7	YKHSB	卜大竹尸月	32170.210	0477.120				
斓	67 斗	0742	YKLSW	卜大中尸田	32171.040	0477.201				
斔	67 斗	0713.7	YIHXO	卜戈竹難人	32171.070	0477.210				
斕	67 斗	0742.0	YKANW	卜大日弓田	32171.090	0477.220				
斖	67 斗	0010.7	YKHBM	卜大竹月一	32171.100	0477.230				
斗	68 斤	3400.0	YJ	卜十	32252.010	0477.240	893	big dipper	968	big dipper
斘	68 斤		NIYJ	弓戈卜十	32252.020	0478.020				
料	68 斤	9490.0	FDYJ	火木卜十	32253.040	0478.090	894	material	969	material
斛	68 斤	2420.0	NBYJ	弓月卜十	32254.020	0478.140				
斜	68 斤	8490.0	ODYJ	人木卜十	32253.090	0478.150	2583	slanting	2651	slanting
斝	68 斤	6640.2	RRBYJ	口口月卜十	32254.070	0478.160				
斞	68 斤	7440.0	HOYJ	竹人卜十	32255.040	0478.180				
斟	68 斤	4470.0	TVYJ	廿女卜十	32255.020	0478.190				
斠	68 斤	5450.0	TBYJ	廿月卜十	32255.060	0478.220				
斡	68 斤	4844.0	JJOYJ	十十人卜十	32255.070	0478.230				
斢	68 斤	4480.0	TCYJ	廿金卜十	32256.070	0478.280				
斣	68 斤		WIYJ	田戈卜十	32256.100	0478.290				
斤	69 方	7222.1	HML	竹一中	32022.010	0479.040	856	catty	924	catty
斥	69 方	7223.1	HMY	竹一卜	32022.030	0479.050	863	reprimand	935	reprimand
斦	69 方		HLHML	竹中竹一中	32023.090	0479.070				
斧	69 方	8022.1	CKHML	金大竹一中	32023.100	0479.080	2248	axe	2313	axe
斨	69 方	2222.1	VMHML	女一竹一中	32023.110	0479.090				
斩	159 辛	4252	KQHML	大手竹一中	32023.070	0479.111			928	hew
斪	69 方	2262.1	PRHML	心口竹一中	32024.050	0479.140				
斫	69 方	1262.1	MRHML	一口竹一中	32024.030	0479.150				
斬	69 方	5202.1	JJHML	十十竹一中	32024.100	0479.180	859	hew		
断	69 方	2272.1	VDHML	女木竹一中	32025.030	0479.200			931	sever
斮	69 方	4262.1	TAHML	廿日竹一中	32025.070	0480.020				
斯	69 方	4282.1	TCHML	廿金竹一中	32025.060	0480.040	1290	Sphinx	1341	Sphinx
新	69 方	0292.1	YDHML	卜木竹一中	32026.210	0480.100	1123	new	1191	new
斱	69 方		JAHML	十日竹一中	32026.130	0480.120				
斲	69 方	7212.1	RMHML	口一竹一中	32027.100 80027.080	0480.180				
斳	69 方	4212.1	TMHML	廿一竹一中	32027.050	0480.220				
斴	69 方		FQHML	火手竹一中	32027.140	0480.250				
斵	69 方		HMHML	竹一竹一中	32028.060	0480.310				
斶	69 方	7622.7	HLWLI	竹中田中戈	32028.040	0480.320				
斷	69 方	2272.1	VIHML	女戈竹一中	32028.130	0480.350	1032	sever		
斸	69 方	7222.1	SIHML	尸戈竹一中	32029.050	0481.020				
方	70 无旡	0022.7	YHS	卜竹尸	32172.010	0481.030	461	direction	494	direction
斺	70 无旡		YSOLL	卜尸人中中	32175.010	0481.080				
斻	70 无旡	0821.7	YSOHN	卜尸人竹弓	32174.050	0481.090				
於	70 无旡	0823.3	YSOY	卜尸人卜	32175.020	0481.110	465	(all-purpose preposition)		
施	70 无旡	0821.2	YSOPD	卜尸人心木	32176.060	0482.010	812	execute	875	execute
斾	70 无旡		YSOLB	卜尸人中月	32176.040	0482.050				
斿	70 无旡	0824.7	YSOND	卜尸人弓木	32176.050	0482.070				
旀	70 无旡		YSIF	卜尸戈火	32177.011	0482.101				
旁	70 无旡	0022.7	YBYHS	卜月卜竹尸	32179.020	0482.110	466	side	498	side
旂	70 无旡	0822.1	YSOHL	卜尸人竹中	32178.010	0482.150				
旃	70 无旡	0824.7	YSOBY	卜尸人月卜	32178.040	0482.170				
旄	70 无旡	0821.4	YSOHU	卜尸人竹山	32177.060	0482.180				
旅	70 无旡	0823.2	YSOHV	卜尸人竹女	32178.070	0483.020	811	travel	874	travel
旆	70 无旡	0822.7	YSOJB	卜尸人十月	32177.030	0483.080				
旇	70 无旡		YSODE	卜尸人木水	32182.010	0483.110				
旈	70 无旡		YSYIU	卜尸卜戈山	32182.020	0483.120				
旉	70 无旡		IBYHS	戈月卜竹尸	32180.010	0483.150				
旊	70 无旡		YSOMN	卜尸人一弓	32177.040	0483.160				
旋	70 无旡	0828.1	YSONO	卜尸人弓人	32181.040	0483.170	2074	whirl	2128	whirl
旌	70 无旡	0821.4	YSOHM	卜尸人竹一	32180.080	0483.190				
旍	70 无旡	0823.7	YSOOI	卜尸人人戈	32181.020	0484.010				
旎	70 无旡	0821.1	YSOSP	卜尸人尸心	32181.030	0484.020				
族	70 无旡	0823.4	YSOOK	卜尸人人大	32181.010	0484.030	928	tribe	1001	tribe
旐	70 无旡	0821.3	YSOLO	卜尸人中人	32183.010	0484.120				
旑	70 无旡		YSKMR	卜尸大一口	32182.030	0484.151				
旒	70 无旡	0821.3	YSOYU	卜尸人卜山	32183.100	0484.180				
旓	70 无旡	0822.7	YSOFB	卜尸人火月	32183.080	0484.200				
旔	70 无旡		YSNKQ	卜尸弓大手	32183.050	0484.210				
旕	70 无旡		YYRP	卜卜口心	32183.101	0484.221				
旖	70 无旡	0822.1	YSOKR	卜尸人大口	32184.010	0484.260				
旗	70 无旡	0828.1	YSOTC	卜尸人廿金	32183.130	0484.280	2670	flag	2737	flag
旘	70 无旡		YSYIA	卜尸卜戈日	32184.120	0485.040				
旙	70 无旡	0226.9	YSHDW	卜尸竹木田	32184.111	0485.051				
旚	70 无旡	0829.1	YSOMF	卜尸人一火	32184.130	0485.070				
旛	70 无旡	0826.9	YSOHW	卜尸人竹田	32185.010	0485.090				
旜	70 无旡		YSOYM	卜尸人卜一	32185.080	0485.140				
旝	70 无旡	0826.6	YSOOA	卜尸人人日	32185.070	0485.150				
旞	70 无旡	0723.3	YSYOO	卜尸卜人人	32185.040	0485.160				
旟	70 无旡	0828.1	YSOHC	卜尸人竹金	32185.060	0485.170				
无	71 日	1041.0	MKU	一大山	21147.120	0485.230			611	nothing
旡	71 日	1041.0	MVKU	一女大山	21147.130	0485.250				
既	71 日	7171.4	AIMVU	日戈一女山	21148.010	0485.271	1101	since	1160	since
旣	71 日		HPMVU	竹心一女山	21148.050	0485.300				
旤	71 日		BBMVU	月月一女山	21148.070	0485.350				
日	72 曰	6010.0	A	日	21482.010	0489.010	12	day	12	day
旦	72 曰	6010.0	AM	日一	21483.010	0489.030	29	daybreak	30	daybreak
旧	72 曰	2600.0	LA	中日	21483.020	0489.051			37	old
旨	72 曰	2160.1	PA	心日	21485.070	0489.060	429	purpose	463	purpose
早	72 曰	6040.0	AJ	日十	21483.060	0489.120	25	early	26	early
旪	72 曰		XAJ	難日十	21483.050	0489.130				
旫	72 曰		ASH	日尸竹	21486.030	0489.150				
旬	72 曰	2762.0	PA	心日	21485.030	0489.160	64	decameron	68	decameron
旭	72 曰	4601.0	KNA	大弓日	21485.040	0489.190	26	rising sun	27	rising sun
旮	72 曰	4760.2	KNA	大弓日	21485.050	0490.010				
旯	72 曰	6041.7	AKN	日大弓	21485.060	0490.041				
旰	72 曰	6104.0	AMJ	日一十	21486.070	0490.050				
旱	72 曰	6040.1	AMJ	日一十	21486.080	0490.060	1228	drought	1281	drought
旲	72 曰	6043.0	AK	日大	21487.050	0490.070				
旳	72 曰	6702.0	API	日心戈	21487.150	0490.130				
旴	72 曰	6104.0	AMD	日一木	21487.010	0490.140				
旵	72 曰	6077.0	AU	日山	21487.100	0490.150				
时	72 曰	6400	ADI	日木戈	21487.020	0490.221			168	time
旷	72 曰	6000	AI	日戈	21487.180	0490.221			1782	expansive
